score,id
0.4956710928861689,0
0.3362120558552378,1
0.5652440831683483,2
0.5889953676609223,3
0.6534097979781259,4
0.4166714695937563,5
0.9952050498424951,6
0.41857445927979214,7
0.5869907931815399,8
0.6493626332828986,9
0.8148320859903685,10
0.5368698152740772,11
0.6888262414672597,12
0.3031720308373353,13
0.7401306364332192,14
0.31195814794907556,15
0.7381361057826115,16
0.2628394837952454,17
0.8338091082223091,18
0.3855543188176634,19
0.8841908254198685,20
0.354582610082352,21
0.41635310072193704,22
0.2985050102189157,23
0.4358819617682799,24
0.44320674024192847,25
0.9988155485644361,26
0.3995839068982577,27
0.8589177950624449,28
0.33039626738796096,29
0.6176331138299889,30
0.3441743878477222,31
1.1304354165338262,32
0.3892144421789194,33
0.5706225730170271,34
0.25524390431121163,35
0.6129203511727621,36
0.31759476005761605,37
0.7336232201903926,38
0.31661133557117543,39
0.7581726389344748,40
0.6140680397901326,41
0.7240831290557233,42
0.2420833370889395,43
0.8635351453833279,44
0.44801993893818287,45
0.7522513997835767,46
0.36103127855250533,47
0.8513481058320896,48
0.27831823895110513,49
0.7372692510844333,50
0.3316848319946836,51
0.36786453481171116,52
0.3858155551895865,53
0.6541368037883419,54
0.46818957726403837,55
0.6942899156047053,56
0.40669125972740056,57
0.6569631834964564,58
0.6319240381346954,59
0.4050974434648125,60
0.48551838580222834,61
0.7694467122816189,62
0.676177109535774,63
0.5602091325274006,64
0.538628382272301,65
0.49499523997365585,66
0.5460641359958993,67
0.6011033862945888,68
0.5496986505731711,69
0.7768715956117287,70
0.5699458143834255,71
0.20130074534743328,72
0.30231671978061775,73
0.5324733525942401,74
0.6595530801735268,75
0.8338454584339283,76
0.49974324770026485,77
0.2747460211631115,78
0.4692965073844099,79
0.44191526175420054,80
0.4763633379331355,81
0.43798281583848525,82
0.44072647865888387,83
0.38480082455020964,84
0.4187177538159464,85
0.4805470993508189,86
0.3556110075359063,87
0.8094669221530788,88
0.4879783266659255,89
0.653555572673042,90
0.5465993011666301,91
0.2921764181065785,92
0.5960193325493537,93
0.6009905965766669,94
0.5727557202956653,95
0.6979281202455481,96
0.30319907248315975,97
0.6390109714761856,98
0.47203504809077673,99
0.5621600678016898,100
0.3749378355854633,101
0.2897470440535688,102
0.3136099716314848,103
0.43803206301844083,104
0.34211432229832567,105
0.5627274665322788,106
0.20868393117751763,107
0.55266287173106,108
0.29587657677514395,109
0.34448208777398653,110
0.4232202832920157,111
0.3997363271719108,112
0.33660503517656654,113
0.2181605734026352,114
0.3074638396681781,115
0.5575744550641337,116
0.5920711670666754,117
0.5495679368539661,118
0.25593256191661135,119
0.22345980791942835,120
0.2983099592027077,121
0.3517022305022561,122
0.30631574839183756,123
0.21073902644668965,124
0.43602333526207276,125
0.2781731015297834,126
0.2950455660409555,127
0.37031268197237205,128
0.27988562380373866,129
0.3711733672511452,130
0.36851113074136027,131
0.30707690239284674,132
0.2837597114200389,133
0.5002960772917141,134
0.20184254260334336,135
0.30991479476175526,136
0.34144593227080183,137
0.3008399395620959,138
0.2866562932899482,139
0.3426337923719969,140
0.35643854266075053,141
0.4706883819103372,142
0.4831832926189786,143
0.3095871107564337,144
0.47502280597751506,145
0.3734236612645278,146
0.3620846458873886,147
0.3883814332579872,148
0.2572070598377942,149
0.3749763681344788,150
0.41123236718566086,151
0.24370862416122754,152
0.2934276467865307,153
0.3637032849079673,154
0.38800230025657595,155
0.23618655337034458,156
0.2683212699777782,157
0.3494412307442271,158
0.41379547027462255,159
0.5308289361655337,160
0.5826150629642362,161
0.36251355052984574,162
0.45118779180328245,163
0.33147362971718913,164
0.44744410404449403,165
0.27740879095071186,166
0.652585764752676,167
0.4678450909384168,168
0.4215301245433832,169
0.6495999464581602,170
0.5095030858150187,171
0.5037408540115474,172
0.5561749722858836,173
0.5900410018879625,174
0.47471015540813294,175
0.4369881112224033,176
0.6056149716085579,177
0.4923783247259877,178
0.5684675581729302,179
0.5064400243891906,180
0.5574714881038807,181
0.3650529426197247,182
0.49051336863870804,183
0.6261752075602773,184
0.6360099919865262,185
0.3968523989514266,186
0.56816111967123,187
0.4352949022876402,188
0.4127608152405989,189
0.3813156645711849,190
0.866399326645312,191
0.3637815418450914,192
0.41255322446159265,193
0.5105312931620446,194
0.4490666134298807,195
0.625963351294426,196
0.45839381039532295,197
0.5896306146088655,198
0.500880480262524,199
0.8394354671756458,200
0.3743257999100374,201
0.30650478185265956,202
0.47233779087369926,203
0.533152630220959,204
0.40478931324605566,205
0.5771751840948911,206
0.45351230221733235,207
0.38747392213148674,208
0.2818543462580391,209
0.3998887144408411,210
0.4986054226894749,211
0.24881560060660504,212
0.26935370842645273,213
0.3743840116522143,214
0.21996623094859782,215
0.5048698859125532,216
0.49167369999487326,217
0.5220466472728679,218
0.7552523115555352,219
0.5233707934487817,220
0.6788280329736505,221
0.49149853621996903,222
0.2251502314451114,223
0.3681683810506661,224
0.4022910477548925,225
0.3846811187454973,226
0.4615309493719824,227
0.39051971429734705,228
0.2913579695115753,229
0.6316840083930884,230
0.29162723883020597,231
0.45167114133490843,232
0.4132646473416019,233
0.41498343298058676,234
0.3361888372748138,235
0.6724782332277679,236
0.3542009187187835,237
0.32619218371753905,238
0.2457329240046822,239
0.3828523988440203,240
0.18865407829838002,241
0.3793340380300572,242
0.4340330532358286,243
0.3347558075469825,244
0.352028680374808,245
0.4692657189687551,246
0.6317360261209459,247
0.8149946317841339,248
0.7852032035850202,249
0.588675240691708,250
0.6290064883253002,251
0.7445512163705058,252
0.3132880215492186,253
0.5802137606236402,254
0.7282805805034052,255
0.6575557976354751,256
0.4084269748621579,257
0.41634914268755524,258
0.6697474339819974,259
0.3400539782179142,260
0.5083820676910724,261
0.5858942221646339,262
0.5289927964262865,263
0.3773823882218827,264
0.7105349335890128,265
0.44524728827148213,266
0.4503048613333099,267
0.5777200240813345,268
0.45501591320145224,269
0.589715007696547,270
0.5558213104052968,271
0.22448452960606294,272
0.24751586548546925,273
0.3849195148121097,274
0.2381628435941873,275
0.4472470607680454,276
0.3789881353178353,277
0.4035034188186338,278
0.3834468172713256,279
0.33037416800097635,280
0.7163347756064136,281
0.6871196905293305,282
0.5855862538000824,283
0.5919756689467295,284
0.4514815674097032,285
0.7559410031702918,286
0.4917424452051015,287
0.37237407943183826,288
0.36654396699650177,289
0.4022841912697482,290
0.3274824135669376,291
0.44319315860278813,292
0.28977658907501697,293
0.4480800105022961,294
0.350961106641056,295
0.5160835000435606,296
0.38374099299671643,297
0.5235330359506332,298
0.6067236325334323,299
0.4260190240327804,300
0.3921678452592507,301
0.28758000867299877,302
0.414455527934307,303
0.32018654168784305,304
0.49568602302382775,305
0.2580635824396295,306
0.25375519291246956,307
0.3399217662322594,308
0.36917828797136215,309
0.4563937467952867,310
0.3186615643510525,311
0.35391087183063025,312
0.3341189227239612,313
0.39794322527572773,314
0.2447385895760539,315
0.3965901338684726,316
0.6268814004429122,317
0.5865298171672019,318
0.39497862599192796,319
0.7051792504556528,320
0.2368861235230272,321
0.45109563551949156,322
0.4227794069990714,323
0.39202502901551967,324
0.4517303163249005,325
0.35473767009748275,326
0.4758026617257581,327
0.7214384529057865,328
0.5446894834963916,329
0.3615713847916738,330
0.5104939176071422,331
0.9323675260902071,332
0.6360219499571105,333
0.861260005309751,334
0.6265416356044566,335
0.32237568317045256,336
0.2746302882604757,337
0.3792795697603017,338
0.41781780844127975,339
0.36472699038970596,340
0.6709495233697033,341
0.6630333680685032,342
0.44994462458521806,343
0.21812604189173815,344
0.667118744940117,345
0.49038080365808595,346
0.4137322126908089,347
0.45563931183711376,348
0.6736086984879555,349
0.7784405739311847,350
0.48555094742441834,351
0.6066791832440421,352
0.6681447290523901,353
0.6779905742965403,354
0.5647776078149191,355
0.7999257779210297,356
0.5508686177211337,357
0.4612562865173094,358
0.48855207079434754,359
0.5475010909355635,360
0.4986768910808356,361
0.29609274049402917,362
0.46870193100456276,363
0.5533432821744603,364
0.5117843384770866,365
0.3327495052600948,366
0.49061760918702496,367
0.34337202771318437,368
0.49298672643207625,369
0.4496970898647484,370
0.4473285670475969,371
0.3226203217039368,372
0.35933185652132343,373
0.4123180249190023,374
0.4838161322945506,375
0.3022171262281809,376
