score,id
0.6267440596928795,0
0.45010570267796324,1
0.47020306535891254,2
0.6072917426332496,3
0.5246092244207736,4
0.3069384447247545,5
0.9081143893145562,6
0.3928508008850521,7
0.5329985147335681,8
0.49502451095317734,9
0.8198346770510659,10
0.5565709458449246,11
0.5720051149252915,12
0.23868392767260227,13
0.5390560943665331,14
0.4030610529047035,15
0.7025492374725657,16
0.2034353219096604,17
0.573842123222641,18
0.6104139208123498,19
0.3680994904242947,20
0.19086291900237462,21
0.35212087097065226,22
0.30400877820152117,23
0.3157512343040376,24
0.4336188986383305,25
0.6687751175221499,26
0.18237276189749274,27
0.615093683613978,28
0.5540219781331905,29
0.5057088268749523,30
0.2998024769612475,31
0.4200646919433071,32
0.36345945723139184,33
0.5364775004298603,34
0.20946666304032058,35
0.27565898399720323,36
0.3049233802615764,37
0.626781732286218,38
0.3161169984117814,39
0.49441301757760947,40
0.6196767937274326,41
0.5202318697048446,42
0.23601355528331813,43
0.5357056015866832,44
0.5406960982307226,45
0.3966488110049967,46
0.3833417843095962,47
0.8995788714499535,48
0.20234158308795303,49
0.5636049009216848,50
0.2914048252751267,51
0.6439286080083164,52
0.4196083685697336,53
0.6065265618426389,54
0.2781320648399138,55
0.48806279485728765,56
0.15733869654700794,57
0.6555839120484206,58
0.5261187061026946,59
0.5009792536518484,60
0.46465504262811463,61
0.5331630264536911,62
0.31506078634432144,63
0.510351399493997,64
0.42082077620445313,65
0.42788884519042336,66
0.3973047319855617,67
0.5848052098561165,68
0.22199599416164162,69
0.6234180952360444,70
0.4036926054420752,71
0.45445978082004446,72
0.3311712162499131,73
0.6040517649705955,74
0.47115866922276006,75
0.4427563066026814,76
0.7666605222768634,77
0.3720394149379457,78
0.2861000265993089,79
0.51410757364534,80
0.4445397978368473,81
0.4897859101240343,82
0.1695911781081254,83
0.4821864652562725,84
0.46218937514704483,85
0.586041671750857,86
0.42604675045578577,87
0.688089041525846,88
0.44966990949463925,89
0.49811842036543585,90
0.32677925379221806,91
0.40125065392485226,92
0.6009950241765285,93
0.6221820285161266,94
0.3289533981159961,95
0.3236129157344858,96
0.5830825750286779,97
0.8039848121805405,98
0.46116131519286696,99
0.3783097767928236,100
0.34822933805888934,101
0.2776379156115093,102
